id	town	user	pop	latitude	longitude	code
500	"Dombovar"	9184	19494	46.375325	18.130441	768
501	"Dombrad"	1117	3900	48.22598	21.925355	1450
502	"Domony"	495	2187	47.653455	19.43842	480
503	"Domos"	347	1157	47.767311	18.904381	659
504	"Domoszlo"	561	1988	47.826229	20.115702	751
505	"Domsod"	1716	5690	47.097321	19.00872	2964
506	"Dor"	232	693	47.597019	17.29694	2191
507	"Dorgicse"	99	249	46.92152	17.72398	636
508	"Dormand"	112	1040	47.72019	20.41898	3026
509	"Dorog"	5377	11996	47.71916	18.730177	1049
510	"Doroghaza"	208	1071	47.987675	19.9022	2443
511	"Doveny"	40	283	48.348	20.54331	612
512	"Dravacsehi"	66	214	45.814649	18.168057	2861
513	"Dravaszabolcs"	286	703	45.805983	18.211071	2860
514	"Dravasztara"	125	398	45.825705	17.82178	2169
515	"Dravatamasi"	66	387	45.94437	17.57193	1588
516	"Dregelypalank"	285	1493	48.05169	19.047115	815
517	"Dubicsany"	93	285	48.28501	20.49097	2766
518	"Dudar"	508	1534	47.308169	17.937987	293
519	"Duka"	70	218	47.12489	17.11399	292
520	"Dunaalmas"	471	1633	47.733594	18.329575	3383
521	"Dunabogdany"	1084	3255	47.793684	19.036209	2536
522	"Dunaegyhaza"	444	1504	46.833757	18.956633	2106
523	"Dunafalva"	172	818	46.0826	18.770765	1256
524	"Dunafoldvar"	3140	8666	46.80666	18.92552	3150
525	"Dunaharaszti"	8047	20260	47.352805	19.095855	958
526	"Dunakeszi"	16644	40334	47.62908	19.141205	1861
527	"Dunakiliti"	710	1857	47.966808	17.287703	2773
528	"Dunapataj"	1048	3169	46.644948	18.999672	786
529	"Dunaremete"	75	241	47.876282	17.438131	207
530	"Dunaszeg"	732	2006	47.76915	17.54044	2107
531	"Dunaszekcso"	516	1932	46.08722	18.758675	918
532	"Dunaszentgyorgy"	860	2520	46.527401	18.82597	953
533	"Dunaszentmiklos"	116	465	47.7039	18.380776	2410
534	"Dunaszentpal"	284	739	47.77655	17.506981	1587
535	"Dunasziget"	409	1437	47.939773	17.352625	1045
536	"Dunatetetlen"	172	530	46.760515	19.089445	1476
537	"Dunaujvaros"	23381	48010	46.96451	18.93965	311
538	"Dunavarsany"	2968	7480	47.276475	19.06506	2053
539	"Dunavecse"	1222	3937	46.917078	18.972005	761
540	"Dusnok"	932	2873	46.38034	18.95968	410
541	"Duzs"	70	267	46.49209	18.38033	1920
542	"Ebergoc"	57	157	47.564006	16.813074	2634
543	"Ebes"	1760	4390	47.46951	21.4895	1461
544	"Ecs"	618	1809	47.562753	17.713827	1670
545	"Ecsed"	868	3193	47.7275	19.771335	1718
546	"Ecseg"	192	1217	47.897308	19.605977	425
547	"Ecsegfalva"	322	1157	47.146435	20.92465	943
548	"Ecseny"	43	219	46.551489	17.8532	1086
549	"Ecser"	1261	3714	47.444679	19.316487	2451
550	"Edeleny"	2913	10019	48.295094	20.737512	1072
551	"Edve"	34	106	47.45589	17.132695	2244
552	"Eger"	30163	56166	47.899	20.37345	2049
553	"Egerag"	387	970	45.98165	18.305425	2891
554	"Egeralja"	45	234	47.23732	17.240385	3387
555	"Egeraracsa"	53	300	46.67327	17.077585	2426
556	"Egerbakta"	208	1434	47.93424	20.289661	1282
557	"Egerbocs"	153	531	48.026032	20.259835	2601
558	"Egercsehi"	331	1377	48.053928	20.255125	1661
559	"Egerfarmos"	146	675	47.71899	20.5361	298
560	"Egerlovo"	139	534	47.720169	20.62266	586
561	"Egerszalok"	482	1886	47.87105	20.32557	2475
562	"Egerszolat"	286	1062	47.889013	20.267223	1364
563	"Egervar"	393	1006	46.935707	16.85334	3342
564	"Egervolgy"	94	327	47.115791	16.91135	2879
565	"Egyed"	211	517	47.52209	17.3357	2028
566	"Egyek"	1067	4895	47.631477	20.889105	1574
567	"Egyhazasdengeleg"	132	467	47.797215	19.55889	1765
568	"Egyhazasfalu"	295	838	47.456189	16.778775	1523
569	"Egyhazasgerge"	112	718	48.17916	19.64622	598
570	"Egyhazashetye"	101	322	47.170504	17.120793	1023
571	"Egyhazashollos"	107	534	47.055685	16.695937	3042
572	"Egyhazaskeszo"	111	507	47.416965	17.329172	1044
573	"Egyhazaskozar"	213	792	46.329279	18.318406	2740
574	"Elek"	1410	4816	46.528885	21.25243	3295
575	"Ellend"	57	217	46.057529	18.376771	609
576	"Eloszallas"	759	2186	46.83119	18.821545	2035
577	"Emod"	1387	4895	47.93478	20.81677	467
578	"Encs"	2262	6201	48.332255	21.1172	3304
579	"Encsencs"	386	1960	47.74744	22.121055	3232
580	"Enese"	699	1785	47.648539	17.423518	1503
581	"Eperjeske"	208	1149	48.346714	22.220175	1852
582	"Epleny"	163	523	47.20893	17.915855	3394
583	"Epol"	231	592	47.647079	18.64089	2963
584	"Ercsi"	2914	7999	47.249146	18.895511	2360
585	"Erd"	26716	65277	47.411857	18.885872	3098
586	"Erdobenye"	313	1018	48.26857	21.355315	2532
587	"Erdohorvati"	97	545	48.3176	21.426341	2250
588	"Erdokertes"	2667	7772	47.6681	19.303945	1348
589	"Erdokovesd"	107	640	48.041119	20.10224	2855
590	"Erdokurt"	125	545	47.77282	19.45858	2265
591	"Erdosmarok"	20	89	46.056825	18.54307	2582
592	"Erdosmecske"	125	368	46.17544	18.510652	1870
593	"Erdotarcsa"	105	492	47.761984	19.540274	2179
594	"Erdotelek"	465	3174	47.68632	20.314821	2423
595	"Erk"	115	881	47.610045	20.07616	2011
596	"Erpatak"	405	1673	47.808973	21.757799	1085
597	"Ersekcsanad"	745	2828	46.253125	18.978825	1186
598	"Ersekhalma"	199	638	46.35103	19.119655	3358
599	"Ersekvadkert"	1025	3497	47.998312	19.19995	2158
600	"Erzsebet"	168	301	46.100335	18.458323	1349
601	"Esztar"	385	1366	47.28732	21.777534	2546
602	"Eszteregnye"	113	679	46.47386	16.88325	617
603	"Esztergom"	12674	30434	47.800235	18.74139	2513
604	"Ete"	173	554	47.532358	18.075128	666
605	"Etes"	204	1413	48.111325	19.7181	1537
606	"Etyek"	1573	4402	47.444162	18.749964	231
607	"Fabianhaza"	339	1617	47.852675	22.36251	2325
608	"Fabiansebestyen"	574	2020	46.67302	20.45213	1997
609	"Facankert"	157	633	46.448962	18.736769	2419
610	"Fadd"	1235	4317	46.463443	18.827319	1898
611	"Fajsz"	452	1658	46.42558	18.915405	323
612	"Fancsal"	90	294	48.356695	21.06282	1255
613	"Farad"	788	1926	47.60396	17.203925	3399
614	"Farkasgyepu"	84	405	47.204628	17.626317	1025
615	"Farmos"	1061	3621	47.361552	19.845715	912
616	"Fedemes"	68	309	48.032737	20.198262	1243
617	"Fegyvernek"	1759	6415	47.261335	20.52355	1664
618	"Fehergyarmat"	4738	7861	47.985425	22.51785	1897
619	"Feherto"	119	448	47.67652	17.34492	695
620	"Fehervarcsurgo"	609	1971	47.294873	18.262963	3220
621	"Feked"	62	165	46.16179	18.559085	454
622	"Feketeerdo"	177	563	47.935889	17.279061	3271
623	"Felcsut"	669	1831	47.44028	18.58656	2993
624	"Feldebro"	250	1021	47.813928	20.232728	2074
625	"Felgyo"	278	1281	46.662367	20.111281	2264
626	"Felpec"	310	847	47.525215	17.596758	3325
627	"Felsocsatar"	98	502	47.213658	16.44478	1358
628	"Felsodobsza"	117	882	48.254863	21.073659	974
629	"Felsogagy"	18	170	48.432003	21.016532	2970
630	"Felsojanosfa"	46	183	46.843273	16.553149	801
631	"Felsokelecseny"	71	364	48.360058	20.597203	3172
632	"Felsomarac"	61	261	46.931647	16.518918	2984
633	"Felsomocsolad"	95	423	46.574468	17.824378	1398
634	"Felsonana"	200	577	46.46692	18.528915	1582
635	"Felsonyarad"	195	980	48.328646	20.599447	3276
636	"Felsonyek"	183	1019	46.789265	18.29078	1791
637	"Felsoors"	418	1631	47.014511	17.95229	2436
638	"Felsopahok"	160	640	46.78443	17.157045	1164
639	"Felsopakony"	1207	3443	47.343045	19.23606	603
640	"Felsopeteny"	167	628	47.891035	19.19944	2432
641	"Felsorajk"	189	725	46.680576	16.986119	2147
642	"Felsoszentivan"	485	1928	46.194255	19.189875	295
643	"Felsoszentmarton"	249	881	45.85155	17.703955	881
644	"Felsotarkany"	868	3358	47.977132	20.42355	1632
645	"Felsotelekes"	142	683	48.407136	20.633951	3167
646	"Felsovadasz"	33	543	48.370004	20.915623	2353
647	"Felsozsolca"	1762	6750	48.105929	20.850968	284
648	"Fenyeslitke"	759	2350	48.267713	22.099552	2241
649	"Fenyofo"	25	107	47.351835	17.768835	3067
650	"Ferencszallas"	217	615	46.21519	20.358495	1899
651	"Fertod"	1792	3461	47.620392	16.879936	988
652	"Fertoendred"	234	589	47.607037	16.90397	948
653	"Fertohomok"	164	638	47.620738	16.766128	1065
654	"Fertorakos"	673	2144	47.721501	16.64962	1241
655	"Fertoszentmiklos"	1480	3891	47.58873	16.87716	1534
656	"Fertoszeplak"	394	1318	47.616613	16.837061	3144
657	"Fityehaz"	151	651	46.373305	16.904925	1918
658	"Fokto"	313	1606	46.530535	18.9254	214
659	"Foldeak"	1111	3025	46.31871	20.49305	921
660	"Foldes"	1392	3998	47.28788	21.36618	325
661	"Fony"	79	343	48.39144	21.28429	1793
662	"Fonyod"	2046	4728	46.749304	17.556975	1463
663	"Forraskut"	726	2336	46.36701	19.90738	3302
664	"Forro"	446	2432	48.328771	21.093889	3048
665	"Fot"	7467	18968	47.61147	19.19429	3261
666	"Fule"	277	834	47.053478	18.24543	611
667	"Fulesd"	119	446	48.02433	22.675091	1079
668	"Fulop"	307	1738	47.601028	22.058781	2215
669	"Fulophaza"	186	822	46.891541	19.44549	3146
670	"Fulopjakab"	254	1147	46.742168	19.72121	3362
671	"Fulopszallas"	562	2278	46.819019	19.23761	1405
672	"Furta"	330	1136	47.12824	21.45624	1699
673	"Fuzer"	136	467	48.5345	21.45817	1710
674	"Fuzesabony"	2696	7781	47.750969	20.415899	327
675	"Fuzesgyarmat"	2104	5665	47.10841	21.211769	1225
676	"Fuzvolgy"	22	143	46.52367	16.94051	1653
677	"Gaborjan"	223	876	47.235001	21.661844	1817
678	"Gacsaly"	153	893	47.929756	22.758619	1372
679	"Gadoros"	1032	3555	46.67109	20.601387	951
680	"Gagybator"	30	226	48.432144	20.949673	2830
681	"Galambok"	254	1292	46.522316	17.125683	1299
682	"Galgaguta"	164	579	47.847581	19.389042	2566
683	"Galgagyork"	273	1046	47.74073	19.37508	1329
684	"Galgaheviz"	688	2495	47.619706	19.562288	1950
685	"Galgamacsa"	569	1957	47.70073	19.39713	2712
686	"Galosfa"	66	255	46.256606	17.885121	658
687	"Gamas"	117	722	46.62051	17.762326	645
688	"Ganna"	107	243	47.239347	17.533937	1274
689	"Gant"	166	847	47.389857	18.387527	1575
690	"Gara"	656	2457	46.032335	19.037755	3184
691	"Garab"	14	54	47.978265	19.63983	1849
692	"Garabonc"	171	716	46.587115	17.1226	1294
693	"Garadna"	92	432	48.414365	21.17381	1090
694	"Gardony"	3801	9927	47.19968	18.61434	1029
695	"Gare"	77	295	45.920763	18.198143	756
696	"Gasztony"	90	439	46.964345	16.44757	3090
697	"Gater"	224	966	46.684295	19.956	2638
698	"Gavavencsello"	870	3352	48.165625	21.56491	580
699	"Geberjen"	167	526	47.935831	22.461008	362
700	"Gecse"	78	396	47.443645	17.52577	929
701	"Gederlak"	276	983	46.606856	18.914324	357
702	"Gegeny"	565	1918	48.144278	21.948801	567
703	"Gelej"	145	588	47.82961	20.77364	2371
704	"Gelenes"	124	509	48.20268	22.445105	461
705	"Gellenhaza"	553	1540	46.766795	16.78566	806
706	"Gelse"	331	1056	46.602135	16.98934	1208
707	"Gelsesziget"	66	280	46.56543	16.988465	908
708	"Gemzse"	150	860	48.139805	22.194596	1300
709	"Gencsapati"	585	2869	47.285505	16.59557	2418
710	"Gerce"	233	1087	47.219665	17.01081	2615
711	"Gerde"	164	520	45.99042	18.023975	1275
712	"Gerendas"	348	1311	46.59648	20.86395	739
713	"Geresdlak"	218	771	46.10672	18.533245	285
714	"Gerjen"	361	1199	46.49334	18.90314	573
715	"Geszt"	141	754	46.881375	21.578135	1739
716	"Gesztely"	537	2798	48.106484	20.962953	1560
717	"Gesztered"	555	1634	47.765445	21.77547	2889
718	"Gic"	134	427	47.432449	17.753737	1671
719	"Girincs"	113	917	47.96988	20.9857	2156
720	"God"	7067	18565	47.707539	19.136829	2364
721	"Godollo"	13730	34172	47.600471	19.357149	3255
722	"Godre"	230	831	46.285809	17.973909	3323
723	"Goganfa"	246	751	47.020378	17.18721	1819
724	"Golop"	123	523	48.237921	21.191046	1313
725	"Gomba"	1005	2972	47.370959	19.530839	944
726	"Gonc"	429	1951	48.472179	21.277679	1593
727	"Goncruszka"	95	623	48.448448	21.240879	1864
728	"Gonyu"	1179	3135	47.732819	17.83005	206
729	"Gor"	85	307	47.356855	16.801265	1115
730	"Gorbehaza"	812	2402	47.821819	21.234221	1656
731	"Gorcsony"	452	1663	45.97049	18.136089	3043
732	"Gorcsonydoboka"	129	387	46.071331	18.627899	963
733	"Gordisa"	66	314	45.797375	18.238529	3308
734	"Gorgeteg"	240	1157	46.14846	17.44364	1459
735	"Gosfa"	57	340	46.96027	16.85935	2977
736	"Graboc"	36	180	46.290352	18.605637	2672
737	"Gulacs"	235	795	48.088645	22.4697	2944
738	"Gutorfolde"	359	1021	46.638321	16.734301	209
739	"Gyal"	9073	23486	47.377819	19.219968	2562
740	"Gyarmat"	490	1204	47.460344	17.486195	2686
741	"Gyekenyes"	270	948	46.236929	17.009895	3096
742	"Gyenesdias"	1110	3720	46.773332	17.282686	2330
743	"Gyepukajan"	85	329	47.04435	17.327379	2867
744	"Gyermely"	523	1450	47.592617	18.645423	652
745	"Gyod"	170	672	45.999251	18.178455	1831
746	"Gyomaendrod"	4602	13674	46.938972	20.830655	3345
747	"Gyomore"	326	1254	47.500389	17.564671	2040
748	"Gyomro"	6225	16670	47.413719	19.39994	2973
749	"Gyongyos"	14538	32385	47.775028	19.930019	523
750	"Gyongyosfalu"	230	1083	47.312832	16.586889	1194
751	"Gyongyoshalasz"	576	2531	47.743591	19.91297	1753
752	"Gyongyosoroszi"	187	1518	47.828159	19.8906	1333
753	"Gyongyospata"	582	2472	47.813839	19.790489	832
754	"Gyongyossolymos"	791	2972	47.818371	19.932091	1912
755	"Gyongyostarjan"	662	2460	47.812511	19.864691	2808
756	"Gyonk"	638	2066	46.555569	18.47822	3028
757	"Gyor"	75116	131564	47.683825	17.635675	2558
758	"Gyorasszonyfa"	173	494	47.496356	17.803677	872
759	"Gyore"	157	668	46.2967	18.39669	2553
760	"Gyorgytarlo"	69	563	48.205009	21.63118	506
761	"Gyorkony"	299	938	46.634579	18.69453	1232
762	"Gyorladamer"	568	1623	47.752543	17.563764	1319
763	"Gyoro"	134	419	47.492114	17.022002	2384
764	"Gyorocske"	47	118	48.386822	22.152599	2894
765	"Gyorsag"	422	1478	47.579042	17.748893	3131
766	"Gyorsovenyhaz"	236	746	47.689861	17.37459	1930
767	"Gyorszemere"	863	3209	47.551198	17.570716	1565
768	"Gyortelek"	260	1580	47.933662	22.436788	1012
769	"Gyorujbarat"	1760	6233	47.61404	17.636395	748
770	"Gyorujfalu"	389	1575	47.721928	17.611432	3178
771	"Gyorvar"	206	606	46.986775	16.839131	972
772	"Gyorzamoly"	772	2581	47.74114	17.57682	1522
773	"Gyugy"	97	275	46.683624	17.676486	2390
774	"Gyugye"	68	234	47.922901	22.567511	1955
775	"Gyula"	12895	31679	46.646234	21.283954	503
776	"Gyulahaza"	544	1869	48.137107	22.112098	767
777	"Gyulaj"	143	977	46.505289	18.294662	3035
778	"Gyulakeszi"	195	695	46.867885	17.48067	952
779	"Gyure"	295	1200	48.173611	22.27257	3377
780	"Gyuro"	525	1254	47.371916	18.741358	1591
781	"Hacs"	116	384	46.650625	17.68823	1863
782	"Hagyarosborond"	125	305	46.909859	16.721121	1093
783	"Hahot"	259	1055	46.64864	16.924475	1026
784	"Hajdubagos"	500	1972	47.3888	21.66466	2617
785	"Hajduboszormeny"	10403	31306	47.672451	21.507721	304
786	"Hajdudorog"	2799	8888	47.815975	21.49939	1280
787	"Hajduhadhaz"	3115	12458	47.683695	21.66861	1039
788	"Hajdunanas"	6423	16975	47.84496	21.429515	2240
789	"Hajdusamson"	3755	13105	47.600807	21.758662	3109
790	"Hajduszoboszlo"	9312	23309	47.44375	21.389265	517
791	"Hajduszovat"	667	3038	47.389908	21.473955	1747
792	"Hajmasker"	818	3064	47.14822	18.027315	1536
793	"Hajos"	995	3134	46.399834	19.112906	1875
794	"Halaszi"	1142	2973	47.891206	17.330975	2679
795	"Halasztelek"	3432	9310	47.360395	18.98762	969
796	"Halimba"	331	1097	47.03306	17.532	789
797	"Halmaj"	409	1853	48.246735	21.001505	2794
798	"Hangacs"	100	573	48.288631	20.827447	1122
799	"Hangony"	215	1480	48.226101	20.201094	2510
800	"Hantos"	266	910	46.99742	18.695386	2342
801	"Harc"	296	901	46.400635	18.616965	1416
802	"Harka"	495	1919	47.635156	16.602264	764
803	"Harkakotony"	277	934	46.462551	19.606091	835
804	"Harkany"	1977	4065	45.853374	18.233686	2152
805	"Haromfa"	143	756	46.115652	17.32797	883
806	"Haromhuta"	33	125	48.378801	21.396741	1270
807	"Harsany"	358	2014	47.964965	20.74265	584
808	"Harskut"	153	653	47.18514	17.81178	2556
809	"Harta"	1296	3275	46.696535	19.026495	1845
810	"Hatvan"	8367	20259	47.666191	19.665599	2230
811	"Hedervar"	422	1195	47.833035	17.458619	1230
812	"Hedrehely"	31	398	46.196205	17.651765	1672
813	"Hegyesd"	40	155	46.91583	17.521085	242
814	"Hegyeshalom"	1375	3479	47.914796	17.15615	1790
815	"Hegyfalu"	259	769	47.352652	16.880031	3218
816	"Hegyhathodasz"	52	155	46.935235	16.657325	1499
817	"Hegyhatsal"	39	135	46.957336	16.643563	3021
818	"Hegyhatszentjakab"	86	261	46.867247	16.547373	1803
819	"Hegyko"	493	1405	47.622131	16.793924	1840
820	"Hegymagas"	88	267	46.833628	17.433536	2580
821	"Hegyszentmarton"	79	408	45.903863	18.087448	2102
822	"Hehalom"	224	952	47.783645	19.585825	399
823	"Hejce"	75	268	48.42509	21.282085	2218
824	"Hejobaba"	296	1927	47.90897	20.947095	665
825	"Hejokeresztur"	213	948	47.962375	20.883865	460
826	"Hejokurt"	67	315	47.856812	20.99361	228
827	"Hejopapi"	268	1119	47.895621	20.910186	1678
828	"Hejoszalonta"	68	836	47.941705	20.881795	1215
829	"Helesfa"	82	501	46.089457	17.98105	1719
830	"Helvecia"	1145	4494	46.835415	19.61783	409
831	"Hencida"	245	1275	47.246084	21.701192	2939
832	"Hencse"	88	344	46.201627	17.622562	994
833	"Herceghalom"	803	2135	47.4961	18.745405	3355
834	"Hercegkut"	183	624	48.333348	21.531251	3013
835	"Hercegszanto"	581	1879	45.948629	18.9282	1293
836	"Hered"	482	1976	47.707374	19.633567	2024
837	"Hereg"	274	994	47.64168	18.517965	1189
838	"Herencseny"	88	616	47.975226	19.472901	532
839	"Herend"	1252	3339	47.133101	17.750189	2365
840	"Hermanszeg"	56	243	47.905255	22.63038	1206
841	"Hernad"	1385	4114	47.161658	19.401864	984
842	"Hernadkak"	356	1632	48.09274	20.96689	2416
843	"Hernadnemeti"	751	3417	48.077085	20.97489	3120
844	"Hernadszentandras"	37	452	48.28901	21.09583	1713
845	"Het"	165	493	48.282496	20.389561	800
846	"Hetes"	299	1146	46.419955	17.696103	992
847	"Hetvehely"	154	417	46.132499	18.04412	712
848	"Heves"	3461	10464	47.59469	20.289045	1452
849	"Hevesaranyos"	93	582	48.008295	20.235145	1024
850	"Hevesvezekeny"	147	611	47.55718	20.35712	408
851	"Heviz"	1938	4375	46.790685	17.184815	381
852	"Hevizgyork"	977	3105	47.632229	19.51141	1394
853	"Hidas"	720	2017	46.25981	18.491975	679
854	"Hidasnemeti"	266	1062	48.499767	21.230221	1169
855	"Hidegkut"	183	445	47.00304	17.827665	2075
856	"Hidegseg"	89	383	47.626778	16.741444	2337
857	"Hidvegardo"	104	507	48.556666	20.838786	2567
858	"Himeshaza"	347	1078	46.08183	18.57232	2793
859	"Himod"	131	595	47.520415	17.010779	402
860	"Hobol"	221	985	46.027287	17.778468	3393
861	"Hodasz"	546	3297	47.919	22.19968	1301
862	"Hodmezovasarhely"	19898	46522	46.417035	20.328865	831
863	"Hogyesz"	916	2876	46.49633	18.418465	2605
864	"Hollohaza"	316	826	48.542208	21.41326	3116
865	"Holloko"	84	372	47.997382	19.594026	3324
866	"Homokbodoge"	178	670	47.30431	17.58807	2781
867	"Homokkomarom"	34	218	46.504207	16.914556	2487
868	"Homokmegy"	213	1326	46.487283	19.072673	2784
869	"Homokszentgyorgy"	255	1115	46.11726	17.571329	1915
870	"Homorud"	133	620	45.98469	18.792805	2996
871	"Homrogd"	191	956	48.28614	20.912521	2123
872	"Hont"	113	510	48.05094	18.991535	1320
873	"Hort"	1010	3627	47.690414	19.788211	414
874	"Hortobagy"	475	1487	47.583005	21.151455	411
875	"Horvatzsidany"	205	772	47.411685	16.62301	1688
876	"Hosszuheteny"	1179	3486	46.162804	18.352398	3083
877	"Hosszupalyi"	1318	5854	47.391784	21.733934	626
878	"Hosszupereszteg"	176	613	47.086445	17.023625	2088
879	"Hosszuvolgy"	24	158	46.349998	18.700001	1120
880	"Hotto"	82	356	46.845974	16.750009	2832
881	"Hovej"	91	313	47.551739	17.020809	1002
882	"Hunya"	169	634	46.81465	20.843585	3329
883	"Ibafa"	39	237	46.154734	17.917271	3306
884	"Ibrany"	2369	6842	48.135064	21.717359	2563
885	"Igal"	493	1308	46.534879	17.937753	1119
886	"Igar"	207	959	46.776508	18.513815	1773
887	"Igrici"	231	1219	47.867715	20.881715	2539
888	"Iharos"	61	451	46.344872	17.10146	1961
889	"Iharosbereny"	264	1182	46.363022	17.107552	2778
890	"Ikervar"	603	1798	47.20903	16.896892	1138
891	"Iklad"	725	2093	47.65799	19.446365	330
892	"Iklodbordoce"	59	297	46.604328	16.61475	1392
893	"Ikreny"	638	1806	47.654995	17.53304	2060
894	"Ilk"	239	1177	48.117577	22.234688	965
895	"Imrehegy"	114	694	46.488495	19.30593	809
896	"Inancs"	252	1242	48.283985	21.068549	808
897	"Inarcs"	1577	4429	47.254305	19.32907	3210
898	"Inke"	268	1251	46.3948	17.201345	2630
899	"Ipacsfa"	45	187	45.8351	18.203362	2994
900	"Ipolydamasd"	90	356	47.841165	18.828955	2809
901	"Ipolytarnoc"	62	460	48.236943	19.626661	332
902	"Ipolytolgyes"	71	463	47.922729	18.775801	497
903	"Ipolyvece"	189	795	48.063139	19.103622	2931
904	"Iregszemcse"	887	2569	46.693346	18.183533	470
905	"Isaszeg"	4242	11397	47.530516	19.399554	780
906	"Ispank"	34	104	46.865227	16.443839	797
907	"Istenmezeje"	313	1525	48.08346	20.05221	1007
908	"Iszkaszentgyorgy"	519	2032	47.242908	18.302561	3201
909	"Iszkaz"	65	311	47.165147	17.297824	2801
910	"Isztimer"	252	979	47.278845	18.195585	220
911	"Ivad"	105	366	48.017211	20.064765	1387
912	"Ivan"	379	1269	47.444043	16.905796	3163
913	"Ivanbattyan"	40	120	45.906876	18.418433	333
914	"Ivanc"	160	707	46.936429	16.496911	3168
915	"Ivancsa"	1086	2899	47.150975	18.826845	1346
916	"Ivandarda"	87	255	45.830305	18.59114	334
917	"Izmeny"	157	513	46.313806	18.414472	2771
918	"Izsak"	1639	5904	46.801761	19.358415	2199
919	"Izsofalva"	272	1739	48.304762	20.654422	559
920	"Jak"	683	2591	47.139875	16.581915	1395
921	"Jakabszallas"	714	2631	46.761495	19.600005	1792
922	"Jand"	118	773	48.11232	22.374705	1707
923	"Jankmajtis"	437	1662	47.93304	22.659955	784
924	"Janoshalma"	2890	8937	46.298257	19.321774	946
925	"Janoshaza"	854	2401	47.12197	17.164325	1167
926	"Janoshida"	652	2424	47.387495	20.062665	2285
927	"Janossomorja"	2377	5912	47.786385	17.13777	2922
928	"Jardanhaza"	173	1792	48.156904	20.250817	2665
929	"Jarmi"	294	1232	47.97032	22.24869	1758
930	"Jasd"	187	728	47.285202	18.024012	1743
931	"Jaszago"	172	687	47.594105	19.855137	2292
932	"Jaszalsoszentgyorgy"	889	3432	47.371559	20.09124	3071
933	"Jaszapati"	2274	8947	47.51373	20.140545	2220
934	"Jaszarokszallas"	2257	7806	47.644911	19.978151	2210
935	"Jaszbereny"	10223	26924	47.500962	19.91455	1820
936	"Jaszboldoghaza"	448	1585	47.37016	19.996885	1581
937	"Jaszdozsa"	621	2110	47.566965	20.014985	1797
938	"Jaszfelsoszentgyorgy"	426	1974	47.508968	19.788361	2357
939	"Jaszfenyszaru"	1522	5621	47.572259	19.719409	2333
940	"Jaszivany"	112	405	47.520075	20.24484	2408
941	"Jaszjakohalma"	624	3049	47.520124	19.985713	2518
942	"Jaszkarajeno"	570	2662	47.05387	20.06638	1100
943	"Jaszkiser"	1108	5165	47.45824	20.209305	2279
944	"Jaszladany"	1065	5713	47.364499	20.165215	2111
945	"Jaszszentandras"	632	2435	47.58222	20.17364	1351
946	"Jaszszentlaszlo"	727	2458	46.57012	19.754805	837
947	"Jasztelek"	290	1627	47.482159	20.000932	2313
948	"Jeke"	209	709	48.240564	22.153884	1314
949	"Jeno"	367	1329	47.10538	18.250325	1597
950	"Jobahaza"	194	527	47.580245	17.185355	664
951	"Jobbagyi"	466	2208	47.82969	19.678885	871
952	"Josvafo"	100	235	48.482824	20.551291	1568
953	"Juta"	279	1236	46.406258	17.733875	1727
954	"Kaba"	1977	5932	47.356639	21.273462	230
955	"Kacorlak"	48	208	46.574255	16.954265	2296
956	"Kacs"	126	509	47.957335	20.615496	3299
957	"Kadarkut"	771	2583	46.231985	17.616165	2645
958	"Kajarpec"	409	1242	47.495175	17.627413	1211
959	"Kajaszo"	349	1055	47.319078	18.729929	2134
960	"Kajdacs"	355	1210	46.564525	18.61921	1410
961	"Kakasd"	514	1603	46.34649	18.59369	203
962	"Kakics"	40	227	45.902372	17.857536	641
963	"Kakucs"	817	2737	47.24116	19.36527	3223
964	"Kal"	840	3501	47.73054	20.262535	3217
965	"Kalazno"	26	145	46.500513	18.480074	2379
966	"Kald"	321	1030	47.163384	17.045539	2995
967	"Kallo"	251	1412	47.750557	19.493281	864
968	"Kallosemjen"	1128	3590	47.859088	21.918011	3140
969	"Kalmancsa"	107	638	46.06405	17.616735	610
970	"Kalmanhaza"	550	1965	47.884693	21.583881	2722
971	"Kalocsa"	7527	16959	46.5271	18.976685	644
972	"Kaloz"	584	2402	46.95967	18.48784	1668
973	"Kam"	100	401	47.105816	16.876411	464
974	"Kamond"	80	420	47.152862	17.203067	1914
975	"Kamut"	292	991	46.76151	20.977805	427
976	"Kano"	38	163	48.427281	20.596398	776
977	"Kantorjanosi"	250	2116	47.936787	22.146924	267
978	"Kanya"	104	403	46.697275	18.06808	527
979	"Kapolcs"	132	396	46.95492	17.605935	1455
980	"Kapolna"	338	1575	47.756586	20.251723	1530
981	"Kapolnasnyek"	1188	3610	47.241435	18.679883	2192
982	"Kapoly"	179	674	46.714837	17.977614	3339
983	"Kaposfo"	382	1659	46.362934	17.672111	909
984	"Kaposmero"	679	2395	46.362465	17.707125	1822
985	"Kapospula"	121	895	46.426443	18.082048	2329
986	"Kaposujlak"	174	724	46.367287	17.72549	1573
987	"Kaposvar"	34818	67686	46.35528	17.785275	2047
988	"Kaposszekcso"	359	1538	46.32906	18.129755	1896
989	"Kaposszerdahely"	164	969	46.322739	17.757973	642
990	"Kaptalanfa"	229	827	47.062971	17.341557	1427
991	"Kaptalantoti"	86	420	46.850415	17.513435	563
992	"Kapuvar"	4624	10353	47.592971	17.026937	2833
993	"Kara"	13	55	46.615726	18.012228	535
